05-59-58.767355: 1538.5712359193, 1546.4614107587, 1554.9646866511, 1561.9884430898, 1538.3538243047, 1546.3512865741, 1554.7532368844, 1561.8532721756, 1538.3524767559, 1546.5882864914, 1554.6743766059, 1561.8119921848
05-59-58.768355: 1538.5702739189, 1546.4594650731, 1554.9611465697, 1561.998567784 , 1538.3511292094, 1546.3503129184, 1554.7555975875, 1561.851685264 , 1538.3518989668, 1546.5873125373, 1554.6765390825, 1561.8123879222
05-59-58.769355: 1538.5704659424, 1546.4612148585, 1554.9637040414, 1562.01027984  , 1538.3524767559, 1546.3499249778, 1554.7526467098, 1561.8616083641, 1538.3538243047, 1546.5894544771, 1554.6769331344, 1561.8090144607
05-59-58.770355: 1538.5720077795, 1546.4606309623, 1554.9639001786, 1561.9934064631, 1538.3530545454, 1546.351676417 , 1554.755007411 , 1561.8612126017, 1538.3544020952, 1546.5882864914, 1554.6779153818, 1561.8151677896
05-59-58.771355: 1538.5712359193, 1546.4612148585, 1554.9635059812, 1561.9848709551, 1538.3499736337, 1546.3512865741, 1554.755007411 , 1561.8431513048, 1538.3505514214, 1546.5880905591, 1554.6755568368, 1561.8084189172
05-59-58.772355: 1538.5702739189, 1546.4621886539, 1554.9617369026, 1561.9850688677, 1538.3511292094, 1546.3524542018, 1554.7538270595, 1561.8586323908, 1538.3511292094, 1546.5894544771, 1554.675948966 , 1561.8155635287
05-59-58.773355: 1538.5700818955, 1546.4621886539, 1554.9617369026, 1561.988840857 , 1538.3518989668, 1546.351676417 , 1554.755007411 , 1561.8528764174, 1538.3524767559, 1546.5869244778, 1554.6779153818, 1561.8115945076
05-59-58.774355: 1538.5710438956, 1546.4592691735, 1554.9619330394, 1561.9916194123, 1538.3513211782, 1546.3512865741, 1554.7555975875, 1561.8483116327, 1538.3524767559, 1546.5880905591, 1554.6785054997, 1561.8127855998
05-59-58.775355: 1538.570851872 , 1546.4600489685, 1554.9609485102, 1561.9993613886, 1538.3530545454, 1546.3507027608, 1554.7518604518, 1561.8528764174, 1538.3524767559, 1546.5890645143, 1554.6755568368, 1561.8121900535
05-59-58.776355: 1538.5720077795, 1546.4606309623, 1554.963309844 , 1561.9945978327, 1538.3524767559, 1546.3503129184, 1554.7546133195, 1561.8576391089, 1538.3524767559, 1546.5896485075, 1554.6763430177, 1561.8078233743
05-59-58.777354: 1538.5702739189, 1546.4619946555, 1554.9601620415, 1562.0025377555, 1538.3518989668, 1546.351676417 , 1554.7542211506, 1561.8578369892, 1538.3518989668, 1546.5878965292, 1554.6792916835, 1561.8119921848
05-59-58.778355: 1538.5718138731, 1546.4608268623, 1554.9621291762, 1561.9803053989, 1538.3518989668, 1546.3510926035, 1554.7569740267, 1561.8346174389, 1538.3524767559, 1546.5894544771, 1554.6794896712, 1561.8111987705
05-59-58.779355: 1538.5712359193, 1546.4616047569, 1554.9631137069, 1561.9795098734, 1538.3511292094, 1546.3510926035, 1554.7526467098, 1561.851685264 , 1538.3518989668, 1546.5882864914, 1554.6775232515, 1561.8078233743
05-59-58.780355: 1538.5698879895, 1546.4594650731, 1554.9609485102, 1561.9874515831, 1538.3505514214, 1546.3503129184, 1554.7563838493, 1561.8584325704, 1538.3505514214, 1546.5892585445, 1554.6775232515, 1561.8145722415
05-59-58.781355: 1538.5716218493, 1546.4608268623, 1554.961538843 , 1561.9949936627, 1538.3518989668, 1546.3501189481, 1554.7538270595, 1561.8502962341, 1538.3524767559, 1546.5878965292, 1554.6755568368, 1561.8109989622
05-59-58.782355: 1538.5693100371, 1546.4608268623, 1554.9631137069, 1562.0009486002, 1538.3511292094, 1546.351676417 , 1554.7542211506, 1561.8600214356, 1538.3518989668, 1546.5888704841, 1554.6753588501, 1561.8109989622
05-59-58.783355: 1538.5718138731, 1546.4606309623, 1554.963309844 , 1561.9864581373, 1538.3505514214, 1546.351676417 , 1554.7532368844, 1561.8514873853, 1538.3499736337, 1546.5892585445, 1554.6775232515, 1561.8127855998
05-59-58.784355: 1538.5712359193, 1546.4612148585, 1554.961538843 , 1561.9890387705, 1538.3536323353, 1546.3518703877, 1554.755007411 , 1561.8546612108, 1538.3530545454, 1546.5894544771, 1554.6763430177, 1561.8106032254
05-59-58.785355: 1538.5714298255, 1546.4594650731, 1554.964096316 , 1561.998567784 , 1538.3518989668, 1546.3503129184, 1554.7554015027, 1561.8576391089, 1538.3524767559, 1546.5873125373, 1554.6765390825, 1561.8149679803
05-59-58.786355: 1538.5721998034, 1546.4586852787, 1554.9621291762, 1561.9910237295, 1538.3518989668, 1546.3510926035, 1554.755007411 , 1561.8514873853, 1538.3524767559, 1546.5867285458, 1554.6755568368, 1561.8127855998
05-59-58.787355: 1538.5696959662, 1546.4612148585, 1554.9631137069, 1561.9896344517, 1538.3532465146, 1546.3528421437, 1554.7540231438, 1561.8649820528, 1538.3532465146, 1546.5877024992, 1554.6755568368, 1561.8129834687
05-59-58.788355: 1538.5702739189, 1546.4616047569, 1554.9650808491, 1561.9957872637, 1538.3505514214, 1546.3505087904, 1554.7530408003, 1561.8512875667, 1538.3499736337, 1546.5890645143, 1554.675948966 , 1561.8100076808
05-59-58.789355: 1538.5696959662, 1546.4604369643, 1554.9619330394, 1561.9822903357, 1538.3518989668, 1546.3495351357, 1554.7571701119, 1561.8562500684, 1538.3518989668, 1546.5880905591, 1554.6775232515, 1561.8108010938
05-59-58.790355: 1538.5706579659, 1546.4600489685, 1554.9631137069, 1561.9812968965, 1538.3505514214, 1546.3512865741, 1554.7546133195, 1561.8673644019, 1538.3505514214, 1546.5871185075, 1554.6779153818, 1561.8161590776
05-59-58.791355: 1538.5710438956, 1546.4586852787, 1554.961538843 , 1561.9848709551, 1538.3530545454, 1546.3493411656, 1554.7538270595, 1561.8362043157, 1538.3524767559, 1546.5875065671, 1554.6755568368, 1561.811396639 
05-59-58.792355: 1538.5698879895, 1546.4586852787, 1554.9627195099, 1561.9908258155, 1538.3518989668, 1546.3497310076, 1554.754417235 , 1561.8548610303, 1538.3530545454, 1546.5886745516, 1554.6779153818, 1561.810205549 
