10-31-29.636527: 1540.2610721076, 1550.331562313 , 1560.4656583169, 1540.281724451 , 1550.5697839602, 1560.176655245 , 1540.9367509559, 1550.5652848908, 1560.3386738359
10-31-29.637527: 1540.2620362235, 1550.3335177542, 1560.4648643334, 1540.2813395494, 1550.5697839602, 1560.1774489352, 1540.9398403491, 1550.5658718907, 1560.339268259 
10-31-29.638527: 1540.2624230022, 1550.3333227833, 1560.4640722873, 1540.2826904795, 1550.5695889299, 1560.1754666471, 1540.9388753845, 1550.56547992  , 1560.3386738359
10-31-29.639527: 1540.2614569991, 1550.3327359594, 1560.46387476  , 1540.2828829307, 1550.5703709635, 1560.1744774407, 1540.9371361851, 1550.5643059212, 1560.3396632505
10-31-29.640527: 1540.2622305562, 1550.3352782289, 1560.4640722873, 1540.2823036906, 1550.5697839602, 1560.17705209  , 1540.9398403491, 1550.5664588911, 1560.3398626826
10-31-29.641527: 1540.2630022273, 1550.3337146366, 1560.4646668059, 1540.2838489607, 1550.5699789906, 1560.1768546354, 1540.9394551184, 1550.5660669201, 1560.3386738359
10-31-29.642527: 1540.2622305562, 1550.3333227833, 1560.4642698146, 1540.2824980285, 1550.5705659941, 1560.176655245 , 1540.938103036 , 1550.5658718907, 1560.339268259 
10-31-29.643527: 1540.2620362235, 1550.3337146366, 1560.4628832514, 1540.2821112396, 1550.571152998 , 1560.176655245 , 1540.938103036 , 1550.5672409216, 1560.3406546026
10-31-29.644527: 1540.2599136607, 1550.3356700832, 1560.4656583169, 1540.2805678599, 1550.5703709635, 1560.1780412997, 1540.937523303 , 1550.5664588911, 1560.3408520987
10-31-29.645527: 1540.2614569991, 1550.3331278124, 1560.4630827149, 1540.2809527611, 1550.5691969573, 1560.1750717387, 1540.9388753845, 1550.5652848908, 1560.3394657547
10-31-29.646527: 1540.2616513317, 1550.3323441066, 1560.4642698146, 1540.2824980285, 1550.5693919875, 1560.1786356004, 1540.937523303 , 1550.5660669201, 1560.3406546026
10-31-29.647527: 1540.260492884 , 1550.3333227833, 1560.4646668059, 1540.281724451 , 1550.5707610246, 1560.1736856893, 1540.938103036 , 1550.5660669201, 1560.3388713315
10-31-29.648527: 1540.2618437776, 1550.3343014612, 1560.4642698146, 1540.2819187887, 1550.5680229529, 1560.1780412997, 1540.9390679996, 1550.5646978913, 1560.3382769087
10-31-29.649527: 1540.2606853295, 1550.3335177542, 1560.4640722873, 1540.2813395494, 1550.5701759331, 1560.1754666471, 1540.938103036 , 1550.5668489502, 1560.3378819179
10-31-29.650527: 1540.2606853295, 1550.332149136 , 1560.4642698146, 1540.2807603105, 1550.5693919875, 1560.1760609458, 1540.9377159178, 1550.56547992  , 1560.3398626826
10-31-29.651527: 1540.2616513317, 1550.3339096076, 1560.4642698146, 1540.281724451 , 1550.568804985 , 1560.1780412997, 1540.9377159178, 1550.56547992  , 1560.3386738359
10-31-29.652527: 1540.2616513317, 1550.3331278124, 1560.4644692785, 1540.2823036906, 1550.5695889299, 1560.1778438448, 1540.9404200838, 1550.5648929204, 1560.339268259 
10-31-29.653527: 1540.2622305562, 1550.3337146366, 1560.4640722873, 1540.2811470986, 1550.5713480287, 1560.176260336 , 1540.9408072033, 1550.5666539206, 1560.3398626826
10-31-29.654527: 1540.2626154483, 1550.3337146366, 1560.4614966906, 1540.2834621712, 1550.5703709635, 1560.1772495447, 1540.9392625032, 1550.5650898616, 1560.3384763404
10-31-29.655527: 1540.2610721076, 1550.3356700832, 1560.4644692785, 1540.2811470986, 1550.5713480287, 1560.1778438448, 1540.9386827694, 1550.5666539206, 1560.3402576744
10-31-29.656527: 1540.2622305562, 1550.3323441066, 1560.4660533724, 1540.281724451 , 1550.5705659941, 1560.1782406904, 1540.9382956509, 1550.56547992  , 1560.3406546026
10-31-29.657527: 1540.2608777752, 1550.3331278124, 1560.4646668059, 1540.281724451 , 1550.5703709635, 1560.174080597 , 1540.9390679996, 1550.5658718907, 1560.3382769087
10-31-29.658527: 1540.2624230022, 1550.3319541655, 1560.4654588527, 1540.2824980285, 1550.5699789906, 1560.1746748947, 1540.9388753845, 1550.5668489502, 1560.3364955792
10-31-29.659527: 1540.2620362235, 1550.3325409887, 1560.4646668059, 1540.2823036906, 1550.5684149249, 1560.17764639  , 1540.9400348528, 1550.5645028623, 1560.339268259 
10-31-29.660527: 1540.2630022273, 1550.3327359594, 1560.4644692785, 1540.2830772687, 1550.5682198949, 1560.1758634915, 1540.9384882659, 1550.5643059212, 1560.3402576744
10-31-29.661527: 1540.2614569991, 1550.3323441066, 1560.4662509002, 1540.2815320002, 1550.5703709635, 1560.1794292926, 1540.9379085327, 1550.5658718907, 1560.3428328709
10-31-29.662527: 1540.2622305562, 1550.3327359594, 1560.465261325 , 1540.2823036906, 1550.5693919875, 1560.1774489352, 1540.937523303 , 1550.5641108923, 1560.3412490272
10-31-29.663527: 1540.2612645533, 1550.3348863748, 1560.4644692785, 1540.2813395494, 1550.5707610246, 1560.1764577905, 1540.9377159178, 1550.5668489502, 1560.3386738359
10-31-29.664527: 1540.2603004384, 1550.3335177542, 1560.4654588527, 1540.2803735225, 1550.5705659941, 1560.1768546354, 1540.9396477337, 1550.5666539206, 1560.3382769087
10-31-29.665527: 1540.2608777752, 1550.3348863748, 1560.4648643334, 1540.2811470986, 1550.5697839602, 1560.1760609458, 1540.9382956509, 1550.5658718907, 1560.3386738359
10-31-29.666527: 1540.2614569991, 1550.3329309302, 1560.4658558446, 1540.281724451 , 1550.5682198949, 1560.1764577905, 1540.9408072033, 1550.5648929204, 1560.3386738359
