13-45-08.701558: 1540.3980018582, 1550.2119590956, 1560.474837599 , 1540.2651908342, 1550.5365970062, 1560.1686041747, 1540.9314068636, 1550.7729251183, 1560.4530456945
13-45-08.702558: 1540.3985811852, 1550.2150877033, 1560.4760266532, 1540.2649983875, 1550.5369889623, 1560.1693959209, 1540.9308271357, 1550.7742945148, 1560.4558187886
13-45-08.703558: 1540.3980018582, 1550.2150877033, 1560.4744425391, 1540.2644191609, 1550.5385529646, 1560.1684047864, 1540.9292824556, 1550.7735103629, 1560.4546297652
13-45-08.704558: 1540.3991605127, 1550.2131325609, 1560.4760266532, 1540.2665417361, 1550.5364019842, 1560.1686041747, 1540.9300547952, 1550.7723379616, 1560.4550267516
13-45-08.705558: 1540.3976150113, 1550.2129376203, 1560.474640069 , 1540.2655776146, 1550.5354230511, 1560.1693959209, 1540.9319865919, 1550.7737073571, 1560.4548292266
13-45-08.706558: 1540.397035685 , 1550.2131325609, 1560.4770181786, 1540.2642248277, 1550.5391399443, 1560.1697908264, 1540.9327589343, 1550.7727281243, 1560.4560163138
13-45-08.707558: 1540.3987736653, 1550.214306028 , 1560.4758291229, 1540.2646116075, 1550.5369889623, 1560.1707819626, 1540.9308271357, 1550.7729251183, 1560.4562157756
13-45-08.708558: 1540.3968432053, 1550.2129376203, 1560.4756315926, 1540.2636474884, 1550.537770963 , 1560.1697908264, 1540.9319865919, 1550.7740975205, 1560.4540352542
13-45-08.709558: 1540.3983887052, 1550.2150877033, 1560.4774132398, 1540.265383281 , 1550.5383579421, 1560.1691984682, 1540.9290879545, 1550.7723379616, 1560.4556212634
13-45-08.710558: 1540.3980018582, 1550.2119590956, 1560.474640069 , 1540.2642248277, 1550.5375740288, 1560.1689990798, 1540.9292824556, 1550.7735103629, 1560.4542347155
13-45-08.711558: 1540.3962638795, 1550.214500969 , 1560.4770181786, 1540.2634531553, 1550.5379659853, 1560.1686041747, 1540.9296676811, 1550.7739024388, 1560.4566108263
13-45-08.712558: 1540.3972300518, 1550.2137192942, 1560.4744425391, 1540.2651908342, 1550.5389449217, 1560.1678104935, 1540.9308271357, 1550.774881673 , 1560.4540352542
13-45-08.713557: 1540.3966507257, 1550.2137192942, 1560.474640069 , 1540.2651908342, 1550.5389449217, 1560.1693959209, 1540.9290879545, 1550.7729251183, 1560.4522536604
13-45-08.714558: 1540.3985811852, 1550.214306028 , 1560.4774132398, 1540.2659625083, 1550.5373790066, 1560.1705845096, 1540.9312142503, 1550.7744895967, 1560.4564133009
13-45-08.715558: 1540.3987736653, 1550.2117641553, 1560.4756315926, 1540.2651908342, 1550.5365970062, 1560.1689990798, 1540.9312142503, 1550.7721409678, 1560.4552242767
13-45-08.716558: 1540.3976150113, 1550.2123508876, 1560.4760266532, 1540.265383281 , 1550.5387479871, 1560.1688016272, 1540.9323718188, 1550.7739024388, 1560.4558187886
13-45-08.717558: 1540.3985811852, 1550.2137192942, 1560.4766211809, 1540.2642248277, 1550.5375740288, 1560.1676130412, 1540.9315994769, 1550.7729251183, 1560.4556212634
13-45-08.718557: 1540.3960714001, 1550.2123508876, 1560.473848013 , 1540.2630682628, 1550.5391399443, 1560.168207334 , 1540.9308271357, 1550.7721409678, 1560.4536402048
13-45-08.719558: 1540.3980018582, 1550.2113723636, 1560.4758291229, 1540.266349289 , 1550.5365970062, 1560.168207334 , 1540.9333386637, 1550.7715538117, 1560.4562157756
13-45-08.720558: 1540.3983887052, 1550.212545828 , 1560.4772157092, 1540.2659625083, 1550.5373790066, 1560.1689990798, 1540.9300547952, 1550.7744895967, 1560.4548292266
