08-17-21.389078: 1539.1384607583, 1547.0829549719, 1555.5838334108, 1562.2793135214, 1537.904756418 , 1545.9023978262, 1554.2935631738, 1561.7367843669, 1538.3291848606, 1546.5199852233, 1554.6203051156, 1561.8163627671
08-17-21.390078: 1539.1376883296, 1547.0815920868, 1555.585211317 , 1562.2801074113, 1537.9072580914, 1545.903760535 , 1554.2929733481, 1561.7141619472, 1538.3313021054, 1546.5174554512, 1554.6214852644, 1561.821722729 
08-17-21.391078: 1539.1365334559, 1547.0796448404, 1555.5860003426, 1562.2751441568, 1537.9055257287, 1545.9016204941, 1554.2923835228, 1561.7274583341, 1538.3293768239, 1546.5178453779, 1554.6212872914, 1561.8155693484
08-17-21.392078: 1539.1376883296, 1547.0815920868, 1555.5854095355, 1562.2703769776, 1537.9051401328, 1545.9031770597, 1554.2943489683, 1561.7288471456, 1538.3291848606, 1546.5199852233, 1554.6208951898, 1561.8151736093
08-17-21.393078: 1539.138266709 , 1547.0835393382, 1555.5865892256, 1562.2832849201, 1537.906486898 , 1545.9031770597, 1554.2943489683, 1561.7129710054, 1538.3291848606, 1546.5184293173, 1554.6181408735, 1561.8165625768
08-17-21.394078: 1539.1376883296, 1547.0829549719, 1555.585211317 , 1562.2622363488, 1537.9074499494, 1545.9035647761, 1554.2929733481, 1561.7336090808, 1538.3305323687, 1546.5201811383, 1554.619321019 , 1561.821722729 
08-17-21.395078: 1539.1371118345, 1547.0804233577, 1555.5846205106, 1562.2749442297, 1537.9066806368, 1545.9051213457, 1554.2923835228, 1561.719519268 , 1538.3297626326, 1546.5201811383, 1554.6185348958, 1561.8149738   
08-17-21.396078: 1539.138266709 , 1547.0829549719, 1555.5854095355, 1562.2759380425, 1537.9045626797, 1545.9025935848, 1554.2943489683, 1561.715550735 , 1538.3286070891, 1546.5192072699, 1554.6175508014, 1561.8193405192
08-17-21.397078: 1539.1390391383, 1547.0823706061, 1555.5842279228, 1562.269385113 , 1537.9061031825, 1545.9014266363, 1554.2923835228, 1561.7090025057, 1538.331879879 , 1546.5195971975, 1554.620107143 , 1561.8153714789
08-17-21.398078: 1539.1390391383, 1547.0829549719, 1555.5877708419, 1562.2717667549, 1537.9068724946, 1545.9022039682, 1554.291793698 , 1561.7141619472, 1538.3286070891, 1546.5184293173, 1554.6205011663, 1561.8213250469
08-17-21.399078: 1539.138266709 , 1547.081007722 , 1555.5836371171, 1562.266009677 , 1537.9037933699, 1545.9010370203, 1554.293759142 , 1561.719519268 , 1538.3305323687, 1546.5186233299, 1554.6195189914, 1561.8149738   
08-17-21.400078: 1539.1401940158, 1547.0821764521, 1555.5860003426, 1562.2673994464, 1537.9053338712, 1545.9010370203, 1554.2949387951, 1561.729838324 , 1538.331879879 , 1546.5195971975, 1554.620697217 , 1561.8179515468
