13-52-33.222484: 1538.2488354942, 1546.3424723725, 1554.1928670061, 1562.0606421302, 1538.1878093835, 1546.1576730226, 1554.0896965056, 1562.0644144845, 1538.1061935179, 1546.1032132727, 1553.9739643813, 1561.9415370826
13-52-33.223485: 1538.2484497261, 1546.3403311167, 1554.1901161272, 1562.0632230085, 1538.1881951212, 1546.1594240264, 1554.090286177 , 1562.0658038953, 1538.1052302175, 1546.1055477808, 1553.9723934408, 1561.9435219209
13-52-33.224484: 1538.2476800722, 1546.3430561795, 1554.189722322 , 1562.0600463948, 1538.1874255276, 1546.1598118714, 1554.0883212475, 1562.0654060889, 1538.1046526142, 1546.1053538718, 1553.9723934408, 1561.9415370826
13-52-33.225484: 1538.2471023619, 1546.3438339557, 1554.1920813141, 1562.060442258 , 1538.1876174555, 1546.16097921  , 1554.0883212475, 1562.0656040218, 1538.1067711224, 1546.1071047571, 1553.9719997459, 1561.9427264328
13-52-33.226484: 1538.2463327094, 1546.3432501481, 1554.1910977596, 1562.0616337298, 1538.1872317181, 1546.1602016178, 1554.089498668 , 1562.0667955015, 1538.1042687998, 1546.1067150374, 1553.9727852154, 1561.9427264328
13-52-33.227484: 1538.248643551 , 1546.3444177637, 1554.1914915654, 1562.0620315343, 1538.1878093835, 1546.1621465504, 1554.0877315776, 1562.0654060889, 1538.1050383102, 1546.1059374998, 1553.9719997459, 1561.9429262748
13-52-33.228484: 1538.247873897 , 1546.3411107918, 1554.1903120694, 1562.0596485913, 1538.1876174555, 1546.1605894632, 1554.0900883393, 1562.0636188733, 1538.1054240063, 1546.1069089467, 1553.972589328 , 1561.9409414381
13-52-33.229484: 1538.246524652 , 1546.3430561795, 1554.1889366333, 1562.0594506599, 1538.1870397903, 1546.16156288  , 1554.0859625704, 1562.0648103499, 1538.1067711224, 1546.1072986664, 1553.9710164699, 1561.9399480515
13-52-33.230484: 1538.246524652 , 1546.3430561795, 1554.191295623 , 1562.0610379937, 1538.1868478625, 1546.1586445345, 1554.0873378243, 1562.0656040218, 1538.1065792146, 1546.1067150374, 1553.9716060512, 1561.9433220787
13-52-33.231484: 1538.2480658399, 1546.3424723725, 1554.1916875079, 1562.060442258 , 1538.1881951212, 1546.1590342803, 1554.0893027513, 1562.0644144845, 1538.1058078213, 1546.1061314089, 1553.972589328 , 1561.9429262748
13-52-33.232484: 1538.247873897 , 1546.3422765025, 1554.1910977596, 1562.0594506599, 1538.1876174555, 1546.1602016178, 1554.0891068346, 1562.0646124172, 1538.1048464029, 1546.1047702443, 1553.9739643813, 1561.942528531 
13-52-33.233484: 1538.2472961865, 1546.3399431812, 1554.1885428287, 1562.0600463948, 1538.1878093835, 1546.1590342803, 1554.0877315776, 1562.0640166788, 1538.1061935179, 1546.1059374998, 1553.9731789106, 1561.9413372409
13-52-33.234484: 1538.2449853489, 1546.3426663409, 1554.1903120694, 1562.0592527285, 1538.1866540531, 1546.1596179488, 1554.086552239 , 1562.0644144845, 1538.1042687998, 1546.1039927086, 1553.9723934408, 1561.9415370826
13-52-33.235484: 1538.247873897 , 1546.341888566 , 1554.1916875079, 1562.0602443264, 1538.1889647155, 1546.1582566901, 1554.0889109179, 1562.0642146114, 1538.1056159138, 1546.1053538718, 1553.9723934408, 1561.9407415965
13-52-33.236484: 1538.248643551 , 1546.3432501481, 1554.1918834505, 1562.0622294663, 1538.1897343106, 1546.1594240264, 1554.088517164 , 1562.0654060889, 1538.1069630302, 1546.1055477808, 1553.9719997459, 1561.9419328857
13-52-33.237484: 1538.2453711152, 1546.3444177637, 1554.1910977596, 1562.0600463948, 1538.1864621255, 1546.1590342803, 1554.0889109179, 1562.0646124172, 1538.1042687998, 1546.1067150374, 1553.9721956331, 1561.9405436952
13-52-33.238484: 1538.2476800722, 1546.3416945978, 1554.1905080116, 1562.0596485913, 1538.1893504538, 1546.1582566901, 1554.0873378243, 1562.0636188733, 1538.1077325432, 1546.1057416897, 1553.9710164699, 1561.9417349841
