0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.766043586705260890e-02 5.891179021773496061e-03 1.878901753040433057e-03 7.430956240265610205e-03 3.147002069681548164e-03 1.124052226638620148e-03 -2.509139210731821737e-02 -9.038181091455044225e-03 -3.002953979679053639e-03
4.412823952611688583e-02 1.500804799259943499e-02 5.549790789094307016e-03 4.120641897088717087e-03 2.207930245352448303e-03 5.031964197617826498e-04 -4.824888142320560291e-02 -1.721597823795188373e-02 -6.052987208856090533e-03
7.060637088064443401e-02 2.398445393191650510e-02 9.138889175498357900e-03 7.591856747997858222e-04 1.282996309555528569e-03 2.266362541073841178e-05 -7.136555655544422894e-02 -2.526745024147203367e-02 -9.161552800909097613e-03
9.705311316982563608e-02 3.300955867348420725e-02 1.269329583828948671e-02 -2.521548025621692894e-03 3.410710744446987519e-04 -5.335517341791273793e-04 -9.453156514420395229e-02 -3.335062974792890600e-02 -1.215974410411035933e-02
1.236670813489126886e-01 4.227427678665662825e-02 1.640863020884353318e-02 -6.517071049984224373e-03 -8.309730351356847677e-04 -1.098017541153240018e-03 -1.171500102989284642e-01 -4.144330375152094348e-02 -1.531061266769029316e-02
1.489553255511661123e-01 5.121027917812170926e-02 2.000326205825331272e-02 -1.087859690627131747e-02 -2.223341318995153415e-03 -1.822703963171079522e-03 -1.380767286448948139e-01 -4.898693785912655585e-02 -1.818055809508223319e-02
1.744178501724036323e-01 6.016048894146782539e-02 2.341407428055693532e-02 -1.560994076430688438e-02 -3.891418679283257468e-03 -2.458243545258180333e-03 -1.588079094080967479e-01 -5.626907026218456315e-02 -2.095583073529875759e-02
1.992947593158381492e-01 6.885907211782675563e-02 2.695967145283854546e-02 -2.012968875139146616e-02 -5.272157796146833761e-03 -3.142576272769777475e-03 -1.791650705644466657e-01 -6.358691432167991320e-02 -2.381709518006876539e-02
2.243321231399780513e-01 7.760281482834822941e-02 3.053136842451446495e-02 -2.480105226997390486e-02 -6.647242544734885059e-03 -3.894747685838713998e-03 -1.995310708700041291e-01 -7.095557228361333568e-02 -2.663662073867574878e-02
2.492515511810324824e-01 8.647407898706660490e-02 3.425652906457798963e-02 -2.939466311181604397e-02 -8.246094565038220026e-03 -4.712615940206887899e-03 -2.198568880692164385e-01 -7.822798442202838487e-02 -2.954391312437110173e-02
2.750549298292905287e-01 9.562740352763891838e-02 3.807725917704374297e-02 -3.357622149936408812e-02 -9.538000341156779513e-03 -5.282163289393793093e-03 -2.414787083299264336e-01 -8.608940318648213019e-02 -3.279509588764994987e-02
2.480796337942289542e-01 8.599505120294755056e-02 3.410072712207087159e-02 -3.018945500374078245e-02 -8.507480748600452017e-03 -4.741246891550568790e-03 -2.178901787904881926e-01 -7.748757045434710722e-02 -2.935948023052030106e-02
2.216110905623433214e-01 7.668890687409657403e-02 3.034786587795679225e-02 -2.656084835719715181e-02 -7.481661595193145331e-03 -4.043829154625200317e-03 -1.950502422051461904e-01 -6.920724527890342870e-02 -2.630403672333159193e-02
1.955781209273178833e-01 6.736040667146880878e-02 2.641591261575134200e-02 -2.248573348636758243e-02 -6.162302047869161470e-03 -3.512535910355533801e-03 -1.730923874409503183e-01 -6.119810462359964731e-02 -2.290337670539581080e-02
1.700727433756128448e-01 5.842101392962225498e-02 2.253664536942778795e-02 -1.852600012830407650e-02 -5.023259503711112288e-03 -2.662164125240451540e-03 -1.515467432473087683e-01 -5.339775442591113835e-02 -1.987448124418733642e-02
1.440164812368796843e-01 4.943165475780612189e-02 1.921062611146832563e-02 -1.454536036537016838e-02 -3.806086373363844373e-03 -1.938285223635224149e-03 -1.294711208715094986e-01 -4.562556838444228186e-02 -1.727234088783309932e-02
1.186697639051696312e-01 4.064885554589636740e-02 1.573870134378315203e-02 -1.022878921465538403e-02 -2.515667627676521079e-03 -1.376109969366249956e-03 -1.084409746905142385e-01 -3.813318791821984632e-02 -1.436259137441690467e-02
9.301654041185732080e-02 3.171715785530674486e-02 1.204838728835966322e-02 -6.056744263257011866e-03 -1.214384304451717302e-03 -6.193278572936833370e-04 -8.695979614860031848e-02 -3.050277355085502864e-02 -1.142905943106597988e-02
6.695876256011008831e-02 2.267292566587760308e-02 8.465975690796767594e-03 -1.538368787047753820e-03 1.879746390234990870e-04 4.616826572600984946e-06 -6.542039377306234360e-02 -2.286090030490110434e-02 -8.470592517369368579e-03
4.089532967865731200e-02 1.366862111657004240e-02 5.010886723236278144e-03 2.742631985408176213e-03 1.541485596438481927e-03 5.829944215444511288e-04 -4.363796166406549298e-02 -1.521010671300852303e-02 -5.593881144780728405e-03
1.494389511693346682e-02 4.687149410377362997e-03 1.250944850426094490e-03 7.022837822053891628e-03 2.865119268411338467e-03 1.342696608617188758e-03 -2.196673293898735932e-02 -7.552268678788702332e-03 -2.593641459043283248e-03
8.665062399965486363e-04 1.357291195442181806e-04 -2.095434833033018619e-04 -2.941219966790717920e-04 -3.177708263895814280e-04 2.903921973332521632e-04 -5.723842433174772780e-04 1.820417068453631390e-04 -8.084871402994986758e-05
