5.516356648899999709e+04 1.540237929914899951e+03 1.550320242642100084e+03 1.560459933907799950e+03 1.540545080003600106e+03 1.550667226863299902e+03 1.560165983093899968e+03 1.540706135163200088e+03 1.550471416510700010e+03 1.560322055343400052e+03
5.516356749000000127e+04 1.540235807418499917e+03 1.550321219392099920e+03 1.560460131434100049e+03 1.540544500566300030e+03 1.550668204050499980e+03 1.560163211029999957e+03 1.540705363047999981e+03 1.550470831494099912e+03 1.560320274051000069e+03
5.516356848899999750e+04 1.540237545035100084e+03 1.550319263981899894e+03 1.560459536918900085e+03 1.540544885599500049e+03 1.550666639786599944e+03 1.560163408481100078e+03 1.540705942606299914e+03 1.550469657638599983e+03 1.560321460933399976e+03
5.516356948900000134e+04 1.540238122354799998e+03 1.550320045763100097e+03 1.560458744878199923e+03 1.540545272520299932e+03 1.550668204050499980e+03 1.560166377997700010e+03 1.540705942606299914e+03 1.550469460721599944e+03 1.560323046673099952e+03
5.516357048899999791e+04 1.540237545035100084e+03 1.550319850795599905e+03 1.560459734445099912e+03 1.540543534209300105e+03 1.550667813940400038e+03 1.560164200222099907e+03 1.540704203932800056e+03 1.550472590368799956e+03 1.560323838576099888e+03
5.516357148900000175e+04 1.540239475095899934e+03 1.550318482201500046e+03 1.560460328960399920e+03 1.540546816430600074e+03 1.550668204050499980e+03 1.560162219903299956e+03 1.540706714722100060e+03 1.550472200357100064e+03 1.560323838576099888e+03
5.516357248899999831e+04 1.540238316681500010e+03 1.550322587990900047e+03 1.560461715519099926e+03 1.540545851958100002e+03 1.550667226863299902e+03 1.560165586254599930e+03 1.540706714722100060e+03 1.550471026499500113e+03 1.560321460933399976e+03
5.516357348900000216e+04 1.540238509121500101e+03 1.550320632577399920e+03 1.560460131434100049e+03 1.540544693082900039e+03 1.550669183151300103e+03 1.560164397673499934e+03 1.540705363047999981e+03 1.550469070711500081e+03 1.560321460933399976e+03
5.516357448899999872e+04 1.540238316681500010e+03 1.550321219392099920e+03 1.560461517992499921e+03 1.540543921129399905e+03 1.550668596073099934e+03 1.560164397673499934e+03 1.540703431819500111e+03 1.550472003439499986e+03 1.560320471541899906e+03
5.516357548900000256e+04 1.540236386623600083e+03 1.550320437609700093e+03 1.560460725949699963e+03 1.540545080003600106e+03 1.550670162253300077e+03 1.560163605932300015e+03 1.540706135163200088e+03 1.550470831494099912e+03 1.560321460933399976e+03
5.516357648899999913e+04 1.540237158268899975e+03 1.550320437609700093e+03 1.560461320465800100e+03 1.540544693082900039e+03 1.550666834841400032e+03 1.560164002770700108e+03 1.540705363047999981e+03 1.550471416510700010e+03 1.560321263442300051e+03
5.516357748900000297e+04 1.540237737474999903e+03 1.550319850795599905e+03 1.560460923476199923e+03 1.540544693082900039e+03 1.550667226863299902e+03 1.560165586254599930e+03 1.540706714722100060e+03 1.550470244566100064e+03 1.560321460933399976e+03
5.516357848899999954e+04 1.540238122354799998e+03 1.550320437609700093e+03 1.560460923476199923e+03 1.540546431396400067e+03 1.550667813940400038e+03 1.560165388802899997e+03 1.540705942606299914e+03 1.550470244566100064e+03 1.560321857852100038e+03
5.516357948900000338e+04 1.540237158268899975e+03 1.550321806207200098e+03 1.560461122939299912e+03 1.540544693082900039e+03 1.550664488450800036e+03 1.560164597060700089e+03 1.540706714722100060e+03 1.550472003439499986e+03 1.560321660360800024e+03
5.516358048899999994e+04 1.540236771502799911e+03 1.550320632577399920e+03 1.560460528423300048e+03 1.540544113645900097e+03 1.550669183151300103e+03 1.560165983093899968e+03 1.540705942606299914e+03 1.550470244566100064e+03 1.560322452262400020e+03
5.516358148899999651e+04 1.540239859976599973e+03 1.550319850795599905e+03 1.560461715519099926e+03 1.540547010835100082e+03 1.550669770229899996e+03 1.560163605932300015e+03 1.540708066398600067e+03 1.550472982292500092e+03 1.560324829908099900e+03
5.516358248900000035e+04 1.540237737474999903e+03 1.550321414359900018e+03 1.560459933907799950e+03 1.540545851958100002e+03 1.550667618885400088e+03 1.560165983093899968e+03 1.540705363047999981e+03 1.550470831494099912e+03 1.560322849181600077e+03
5.516358348899999692e+04 1.540236771502799911e+03 1.550320045763100097e+03 1.560460923476199923e+03 1.540544693082900039e+03 1.550669575174400052e+03 1.560164200222099907e+03 1.540706135163200088e+03 1.550470831494099912e+03 1.560323046673099952e+03
5.516358448900000076e+04 1.540237350708599934e+03 1.550320632577399920e+03 1.560461914982400003e+03 1.540543341693000002e+03 1.550665662601400072e+03 1.560164002770700108e+03 1.540706135163200088e+03 1.550470439571399993e+03 1.560322055343400052e+03
5.516358548899999732e+04 1.540237350708599934e+03 1.550320437609700093e+03 1.560459734445099912e+03 1.540545272520299932e+03 1.550669575174400052e+03 1.560164200222099907e+03 1.540706135163200088e+03 1.550470244566100064e+03 1.560323838576099888e+03
5.516358648900000117e+04 1.540236579063199997e+03 1.550317895388900070e+03 1.560462310035999963e+03 1.540544306162300018e+03 1.550667618885400088e+03 1.560165586254599930e+03 1.540703431819500111e+03 1.550470439571399993e+03 1.560324036067899897e+03
5.516358748899999773e+04 1.540239667536199931e+03 1.550318872135899937e+03 1.560458547352300002e+03 1.540545659441299904e+03 1.550667226863299902e+03 1.560165191351200065e+03 1.540705942606299914e+03 1.550469070711500081e+03 1.560322849181600077e+03
5.516358848900000157e+04 1.540238701561600010e+03 1.550321414359900018e+03 1.560460328960399920e+03 1.540545851958100002e+03 1.550667813940400038e+03 1.560165388802899997e+03 1.540706714722100060e+03 1.550470047648999980e+03 1.560323441656400064e+03
5.516358948899999814e+04 1.540238509121500101e+03 1.550320632577399920e+03 1.560461122939299912e+03 1.540544693082900039e+03 1.550669770229899996e+03 1.560164397673499934e+03 1.540705363047999981e+03 1.550469657638599983e+03 1.560321460933399976e+03
5.516359048900000198e+04 1.540238122354799998e+03 1.550318677168700106e+03 1.560460725949699963e+03 1.540544306162300018e+03 1.550668596073099934e+03 1.560164991963800048e+03 1.540704203932800056e+03 1.550472590368799956e+03 1.560322452262400020e+03
5.516359148899999855e+04 1.540238509121500101e+03 1.550317308576700043e+03 1.560460131434100049e+03 1.540545659441299904e+03 1.550664878559299950e+03 1.560163803383599998e+03 1.540705363047999981e+03 1.550468873794699903e+03 1.560323046673099952e+03
5.516359248900000239e+04 1.540236771502799911e+03 1.550318090355900040e+03 1.560461320465800100e+03 1.540542954773200108e+03 1.550667813940400038e+03 1.560163605932300015e+03 1.540704783490200043e+03 1.550468678789799924e+03 1.560322055343400052e+03
5.516359348899999895e+04 1.540236771502799911e+03 1.550318677168700106e+03 1.560459139930200081e+03 1.540544693082900039e+03 1.550669183151300103e+03 1.560165785642099991e+03 1.540704011376300059e+03 1.550472982292500092e+03 1.560322452262400020e+03
5.516359448900000280e+04 1.540238122354799998e+03 1.550319850795599905e+03 1.560460725949699963e+03 1.540546238879400107e+03 1.550668204050499980e+03 1.560164991963800048e+03 1.540705942606299914e+03 1.550471221505099948e+03 1.560321460933399976e+03
5.516359548899999936e+04 1.540238701561600010e+03 1.550319458949300042e+03 1.560461122939299912e+03 1.540545272520299932e+03 1.550668791128400017e+03 1.560163211029999957e+03 1.540704783490200043e+03 1.550470439571399993e+03 1.560323441656400064e+03
5.516359648900000320e+04 1.540239088328600019e+03 1.550318677168700106e+03 1.560459139930200081e+03 1.540545272520299932e+03 1.550667618885400088e+03 1.560163803383599998e+03 1.540705942606299914e+03 1.550470244566100064e+03 1.560322452262400020e+03
5.516359748899999977e+04 1.540235999858000014e+03 1.550321414359900018e+03 1.560459734445099912e+03 1.540544693082900039e+03 1.550669575174400052e+03 1.560164991963800048e+03 1.540705363047999981e+03 1.550472787286599896e+03 1.560322452262400020e+03
5.516359848900000361e+04 1.540238122354799998e+03 1.550320437609700093e+03 1.560459933907799950e+03 1.540545465036999985e+03 1.550668204050499980e+03 1.560164002770700108e+03 1.540705363047999981e+03 1.550470831494099912e+03 1.560322452262400020e+03
