5.574952343400000245e+04 1.540234415064099949e+03 1.550314529348499946e+03 1.560463061413000105e+03 1.540542528217900099e+03 1.550666205694400105e+03 1.560166929701799972e+03 1.540706673190200036e+03 1.550475287955099930e+03 1.560330729521100011e+03
5.574952443399999902e+04 1.540233641535000061e+03 1.550315897935600105e+03 1.560464843031400051e+03 1.540541561863399920e+03 1.550664446380299978e+03 1.560164751924600068e+03 1.540706673190200036e+03 1.550475091036699951e+03 1.560328946272700023e+03
5.574952543400000286e+04 1.540233641535000061e+03 1.550317266525099967e+03 1.560463061413000105e+03 1.540541756266700077e+03 1.550667576814699942e+03 1.560165743054499899e+03 1.540706093631400108e+03 1.550476656825999953e+03 1.560330927014699910e+03
5.574952643399999943e+04 1.540235379146700097e+03 1.550313745661499979e+03 1.560462267432099907e+03 1.540543879606299924e+03 1.550665815585299924e+03 1.560166137958100080e+03 1.540709956106599975e+03 1.550474896030199943e+03 1.560329738181699895e+03
5.574952743400000327e+04 1.540234994268199898e+03 1.550318048304199920e+03 1.560461475388699910e+03 1.540543107653699963e+03 1.550667576814699942e+03 1.560163365893600030e+03 1.540704741958400064e+03 1.550474701023799980e+03 1.560329935674999888e+03
5.574952843399999983e+04 1.540235571586000106e+03 1.550317461491900076e+03 1.560462664422499984e+03 1.540542913250099900e+03 1.550665228509700000e+03 1.560165543666900021e+03 1.540707252749499958e+03 1.550476851832999955e+03 1.560330927014699910e+03
5.574952943399999640e+04 1.540234028299500096e+03 1.550315897935600105e+03 1.560463853458099948e+03 1.540543879606299924e+03 1.550666597716000069e+03 1.560165940506300103e+03 1.540705321516200001e+03 1.550476851832999955e+03 1.560329343195199954e+03
5.574953043400000024e+04 1.540235379146700097e+03 1.550317658370300023e+03 1.560463853458099948e+03 1.540543300169900022e+03 1.550668358947199977e+03 1.560164751924600068e+03 1.540708024866599999e+03 1.550475482961699981e+03 1.560330332597899996e+03
5.574953143399999681e+04 1.540234028299500096e+03 1.550316484746700098e+03 1.560461080335499901e+03 1.540542720734000113e+03 1.550665620530799970e+03 1.560166534797800068e+03 1.540707252749499958e+03 1.550476656825999953e+03 1.560327954935499974e+03
5.574953243400000065e+04 1.540235379146700097e+03 1.550316092902100081e+03 1.560462664422499984e+03 1.540543300169900022e+03 1.550665815585299924e+03 1.560167129089699984e+03 1.540706093631400108e+03 1.550476459907300068e+03 1.560329935674999888e+03
5.574953343399999721e+04 1.540234028299500096e+03 1.550318048304199920e+03 1.560464050985299991e+03 1.540543300169900022e+03 1.550664836488799892e+03 1.560166929701799972e+03 1.540706093631400108e+03 1.550477438765899933e+03 1.560331323938200057e+03
5.574953443400000106e+04 1.540233641535000061e+03 1.550318440149799926e+03 1.560463853458099948e+03 1.540543492686199897e+03 1.550666205694400105e+03 1.560163760796099950e+03 1.540707252749499958e+03 1.550476264900400110e+03 1.560330332597899996e+03
5.574953543399999762e+04 1.540234028299500096e+03 1.550316679713299891e+03 1.560462466895500029e+03 1.540542720734000113e+03 1.550664836488799892e+03 1.560163960183200061e+03 1.540705321516200001e+03 1.550475677968400078e+03 1.560329343195199954e+03
5.574953643300000113e+04 1.540233256657400034e+03 1.550317266525099967e+03 1.560461672915299914e+03 1.540542333814499898e+03 1.550666597716000069e+03 1.560165346215200088e+03 1.540706093631400108e+03 1.550475872975099946e+03 1.560328351857499911e+03
5.574953743399999803e+04 1.540234028299500096e+03 1.550316092902100081e+03 1.560464645503999918e+03 1.540543300169900022e+03 1.550666792770700113e+03 1.560166335410000102e+03 1.540708024866599999e+03 1.550477633773100024e+03 1.560331918355700054e+03
5.574953843400000187e+04 1.540235571586000106e+03 1.550317461491900076e+03 1.560463061413000105e+03 1.540544459043100005e+03 1.550664446380299978e+03 1.560168515127500086e+03 1.540707252749499958e+03 1.550475872975099946e+03 1.560331323938200057e+03
5.574953943399999844e+04 1.540234415064099949e+03 1.550316484746700098e+03 1.560462466895500029e+03 1.540542528217900099e+03 1.550666402661300026e+03 1.560163168442499909e+03 1.540706673190200036e+03 1.550475482961699981e+03 1.560328748779599891e+03
5.574954043300000194e+04 1.540233256657400034e+03 1.550317266525099967e+03 1.560463061413000105e+03 1.540542141298499928e+03 1.550665228509700000e+03 1.560165940506300103e+03 1.540706673190200036e+03 1.550475091036699951e+03 1.560329343195199954e+03
5.574954143399999884e+04 1.540234799942300015e+03 1.550316679713299891e+03 1.560461475388699910e+03 1.540544844076300024e+03 1.550664446380299978e+03 1.560165148763599973e+03 1.540708024866599999e+03 1.550476264900400110e+03 1.560328748779599891e+03
5.574954243400000269e+04 1.540235186707400089e+03 1.550314724314700015e+03 1.560463456467100059e+03 1.540544264639200037e+03 1.550665228509700000e+03 1.560165743054499899e+03 1.540706093631400108e+03 1.550473917174799908e+03 1.560329738181699895e+03
5.574954343299999891e+04 1.540234799942300015e+03 1.550315897935600105e+03 1.560460286356699953e+03 1.540542141298499928e+03 1.550663859305800088e+03 1.560164949376199957e+03 1.540705901074399890e+03 1.550473917174799908e+03 1.560327362457200024e+03
