12-18-42.971721: 1540.3557800891, 1550.3989600203, 1560.4643956899, 1541.1237098771, 1550.6808272785, 1560.3397891057, 1540.0172518029, 1550.0251179187, 1560.1975760272
12-18-42.972720: 1540.3575160894, 1550.3989600203, 1560.4639986987, 1541.1242897501, 1550.6814143659, 1560.3386002591, 1540.0184098848, 1550.0239447381, 1560.197970947 
12-18-42.973721: 1540.3575160894, 1550.3979812607, 1560.4636017077, 1541.125254947 , 1550.6792629891, 1560.3386002591, 1540.0178308437, 1550.0239447381, 1560.1977734871
12-18-42.974720: 1540.3567443236, 1550.3983731467, 1560.4657822558, 1541.124676962 , 1550.6802401915, 1560.3411754502, 1540.0172518029, 1550.0255096163, 1560.198762723 
12-18-42.975721: 1540.3567443236, 1550.3975893749, 1560.4628096629, 1541.1242897501, 1550.6792629891, 1560.3405810256, 1540.0157089539, 1550.0247262214, 1560.1983678028
12-18-42.976721: 1540.356551854 , 1550.3983731467, 1560.4639986987, 1541.1250622853, 1550.6798500753, 1560.3391946822, 1540.0182174998, 1550.023749845 , 1560.1991595792
12-18-42.977720: 1540.358289743 , 1550.3977862736, 1560.4647907447, 1541.1233226656, 1550.679653105 , 1560.3401840974, 1540.0189889264, 1550.0231632555, 1560.198962119 
12-18-42.978720: 1540.3592539806, 1550.3977862736, 1560.462414609 , 1541.125254947 , 1550.680437162 , 1560.3391946822, 1540.0180251147, 1550.0253128121, 1560.1967823165
12-18-42.979720: 1540.358095386 , 1550.3968075156, 1560.4647907447, 1541.1242897501, 1550.6802401915, 1560.3395896736, 1540.0201470109, 1550.0257045098, 1560.1983678028
12-18-42.980720: 1540.3571311499, 1550.3983731467, 1560.4632066535, 1541.1239025384, 1550.6788709611, 1560.3391946822, 1540.0193755831, 1550.0253128121, 1560.197970947 
12-18-42.981720: 1540.3579029161, 1550.3970025024, 1560.4638011714, 1541.1242897501, 1550.679458047 , 1560.3386002591, 1540.0176384587, 1550.023554952 , 1560.1961899379
12-18-42.982721: 1540.3559725585, 1550.3966125287, 1560.4655847281, 1541.1231300044, 1550.6800451334, 1560.3415723789, 1540.0178308437, 1550.0239447381, 1560.198962119 
12-18-42.983721: 1540.3571311499, 1550.3979812607, 1560.4659797836, 1541.1248696236, 1550.679653105 , 1560.3415723789, 1540.0168670335, 1550.0229683626, 1560.197970947 
12-18-42.984720: 1540.358289743 , 1550.3966125287, 1560.4651877363, 1541.1239025384, 1550.6792629891, 1560.3393921779, 1540.0186022699, 1550.0241415419, 1560.197970947 
12-18-42.985720: 1540.3555857328, 1550.3973943879, 1560.4645932173, 1541.1237098771, 1550.6808272785, 1560.3397891057, 1540.0176384587, 1550.023749845 , 1560.1985652629
12-18-42.986721: 1540.3579029161, 1550.398568134 , 1560.4645932173, 1541.1227427933, 1550.6808272785, 1560.3395896736, 1540.0176384587, 1550.0241415419, 1560.1971791718
12-18-42.987720: 1540.3575160894, 1550.3962206436, 1560.4638011714, 1541.1229373433, 1550.6778937604, 1560.3405810256, 1540.0186022699, 1550.023749845 , 1560.198762723 
12-18-42.988720: 1540.3569367932, 1550.3991550077, 1560.4649902088, 1541.1237098771, 1550.6808272785, 1560.3397891057, 1540.0178308437, 1550.0249230254, 1560.198762723 
12-18-42.989720: 1540.3588690402, 1550.3975893749, 1560.4628096629, 1541.1242897501, 1550.680437162 , 1560.3401840974, 1540.0186022699, 1550.0257045098, 1560.199753896 
12-18-42.990720: 1540.3575160894, 1550.3977862736, 1560.464196226 , 1541.1237098771, 1550.6784808456, 1560.3395896736, 1540.0182174998, 1550.023554952 , 1560.1977734871
12-18-42.991720: 1540.3573236196, 1550.3977862736, 1560.4638011714, 1541.124676962 , 1550.6792629891, 1560.3405810256, 1540.0191813116, 1550.0251179187, 1560.1981703428
12-18-42.992720: 1540.3575160894, 1550.3968075156, 1560.462414609 , 1541.1233226656, 1550.6778937604, 1560.3405810256, 1540.0176384587, 1550.0227715591, 1560.198762723 
12-18-42.993721: 1540.358482213 , 1550.3968075156, 1560.464196226 , 1541.1239025384, 1550.6788709611, 1560.3401840974, 1540.0191813116, 1550.023554952 , 1560.198962119 
12-18-42.994720: 1540.358289743 , 1550.3979812607, 1560.4649902088, 1541.1237098771, 1550.6792629891, 1560.3401840974, 1540.0186022699, 1550.0247262214, 1560.1983678028
12-18-42.995720: 1540.3575160894, 1550.3968075156, 1560.4636017077, 1541.1242897501, 1550.679458047 , 1560.3391946822, 1540.0178308437, 1550.0233581484, 1560.2003482133
12-18-42.996720: 1540.358289743 , 1550.3954387856, 1560.4651877363, 1541.1239025384, 1550.6786759033, 1560.3405810256, 1540.0186022699, 1550.023749845 , 1560.1971791718
12-18-42.997720: 1540.3569367932, 1550.3973943879, 1560.4612255756, 1541.124676962 , 1550.6806322202, 1560.3391946822, 1540.0160956089, 1550.0239447381, 1560.1991595792
12-18-42.998720: 1540.3548139689, 1550.398568134 , 1560.464196226 , 1541.1237098771, 1550.6798500753, 1560.3401840974, 1540.0168670335, 1550.024336435 , 1560.1983678028
12-18-42.999720: 1540.3573236196, 1550.3989600203, 1560.464196226 , 1541.1237098771, 1550.6798500753, 1560.3387977547, 1540.0178308437, 1550.0253128121, 1560.1983678028
12-18-43.000720: 1540.3553932635, 1550.3958306703, 1560.4628096629, 1541.1229373433, 1550.6782838756, 1560.3391946822, 1540.0172518029, 1550.0223817737, 1560.1969817121
12-18-43.001720: 1540.3553932635, 1550.3968075156, 1560.4643956899, 1541.1237098771, 1550.6792629891, 1560.3401840974, 1540.0178308437, 1550.0239447381, 1560.1981703428
