0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.398886723911649102e-02 4.451489202059140567e-03 -2.682559880516537446e-04 -2.686636806030643851e-02 -5.227580549596193109e-03 3.839424127060437827e-04 2.877500821189944887e-03 7.760913475370516748e-04 -1.156864246543891708e-04
2.141039654376679022e-02 3.880618357546457894e-03 -1.404375591391726630e-04 -4.945421645523614268e-02 -9.316259431595122834e-03 5.726908541419106768e-04 2.804381991146935246e-02 5.435641074048666241e-03 -4.322532950027380139e-04
2.032993458442433621e-02 3.629755949911365413e-03 -1.854433139669708908e-04 -6.897815115075900394e-02 -1.284036098384907197e-02 9.446332005609292537e-04 4.864821656633466773e-02 9.210605033937705258e-03 -7.591898865939583629e-04
1.740784919115867524e-02 3.203464636347538082e-03 -2.856192243143595988e-04 -9.023963998333783820e-02 -1.699549445099061626e-02 1.143199855505372398e-03 7.283179079217916296e-02 1.379202981464307774e-02 -8.575806311910127988e-04
1.429128522984986736e-02 2.772022287066041365e-03 -2.780768588005835297e-04 -1.119046830387257357e-01 -2.110721386740503289e-02 1.414120349030175468e-03 9.761339780887585971e-02 1.833519158033898935e-02 -1.136043490229591505e-03
1.029720629541467855e-02 2.222665578377321701e-03 1.161103418022927389e-04 -1.341592394163247659e-01 -2.550502472824215869e-02 1.576929564104526896e-03 1.238620331209100839e-01 2.328235914986483482e-02 -1.693039905906819961e-03
6.540313182085810695e-03 1.558166520226222929e-03 -5.901820532017154619e-05 -1.566268859166939365e-01 -3.012867505026406434e-02 1.968112797158028116e-03 1.500865727346081258e-01 2.857050853003784141e-02 -1.909094591837856569e-03
2.341534213049574660e-03 8.017624050656497765e-04 1.655715177548700012e-04 -1.788622037608244286e-01 -3.426541500054251094e-02 2.165286422268763999e-03 1.765206695477748722e-01 3.346365259547686571e-02 -2.330857940023634001e-03
-2.120880907114042202e-03 1.598941179660566796e-04 -1.846670003639399021e-04 -2.012856413009558310e-01 -3.894726593542448961e-02 3.064133806068032768e-03 2.034065222080698732e-01 3.878737181745842838e-02 -2.879466805704093517e-03
2.910340020283304525e-03 6.591107359478578544e-04 2.665460666169867671e-04 -1.784680667182480251e-01 -3.370510259340638720e-02 2.368867600201459041e-03 1.755577266979647388e-01 3.304599185745852458e-02 -2.635413666818446458e-03
7.644217943834519247e-03 1.650175982679987548e-03 1.429635686539163474e-04 -1.554793136519947439e-01 -2.917372554035561547e-02 2.169171241424313386e-03 1.478350957081602246e-01 2.752354955767562575e-02 -2.312134810078229300e-03
1.234383609554849312e-02 2.596553908612501353e-03 4.394880655430232971e-05 -1.322889444534970094e-01 -2.501041931698940249e-02 1.907616097317562428e-03 1.199451083579485128e-01 2.241386540837690330e-02 -1.951564903871864324e-03
1.707895194347959847e-02 3.159469984590638440e-03 -1.676305610847823608e-04 -1.094755228970522437e-01 -2.035536187152805002e-02 1.658278990286514041e-03 9.239657095357263483e-02 1.719589188693741375e-02 -1.490648429201731464e-03
2.138447016000100120e-02 3.960172498333728100e-03 -9.320421061905425839e-05 -8.644705778215211467e-02 -1.607239067887651987e-02 1.307234745960764947e-03 6.506258762215111346e-02 1.211221818054279177e-02 -1.214030535341711122e-03
2.541234403421792007e-02 4.395440513917492353e-03 -1.796031316037745035e-04 -6.338519687854689277e-02 -1.139480804908998834e-02 1.065511700213998434e-03 3.797285284432897617e-02 6.999367535172495991e-03 -8.859085686102237140e-04
2.930680866832820544e-02 5.147550711778118952e-03 -4.111003362747093766e-04 -4.109178725563348428e-02 -7.349251857552492780e-03 7.679535754808360917e-04 1.178497858730528057e-02 2.201701145774374695e-03 -3.568532392061267151e-04
2.936722176415666394e-02 5.061367643368915210e-03 -3.617012252258671162e-04 -1.957227402757174065e-02 -3.263574034387298987e-03 5.236406883189677081e-04 -9.794947736584921558e-03 -1.797793608981616224e-03 -1.619394630931008088e-04
3.789235544597127116e-04 2.116338912401261041e-04 1.240955099698717347e-04 -7.487766932475414458e-05 8.414499552600318566e-05 1.083053349854403748e-04 -3.040458851349590007e-04 -2.957788867661292898e-04 -2.324008449553125431e-04
